chain,x_mm,r_mm,diameter_mm,segment,source,station
oml,918.4576,107.00000,214.00000,barrel,JSON,
oml,919.4576,107.00000,214.00000,barrel,JSON,
oml,920.4576,107.00000,214.00000,barrel,JSON,
oml,921.4576,107.00000,214.00000,barrel,JSON,
oml,922.4576,107.00000,214.00000,barrel,JSON,
oml,923.4576,107.00000,214.00000,barrel,JSON,
oml,924.4576,107.00000,214.00000,barrel,JSON,
oml,925.4576,107.00000,214.00000,barrel,JSON,
oml,926.4576,107.00000,214.00000,barrel,JSON,
oml,927.4576,107.00000,214.00000,barrel,JSON,
oml,928.4576,107.00000,214.00000,barrel,JSON,
oml,929.4576,107.00000,214.00000,barrel,JSON,
oml,930.4576,107.00000,214.00000,barrel,JSON,
oml,931.4576,107.00000,214.00000,barrel,JSON,
oml,932.4576,107.00000,214.00000,barrel,JSON,
oml,933.4576,107.00000,214.00000,barrel,JSON,
oml,934.4576,107.00000,214.00000,barrel,JSON,
oml,935.4576,107.00000,214.00000,barrel,JSON,
oml,936.4576,107.00000,214.00000,barrel,JSON,
oml,937.4576,107.00000,214.00000,barrel,JSON,
oml,938.4576,107.00000,214.00000,barrel,JSON,
oml,939.4576,107.00000,214.00000,barrel,JSON,
oml,940.4576,107.00000,214.00000,barrel,JSON,
oml,941.4576,107.00000,214.00000,barrel,JSON,
oml,942.4576,107.00000,214.00000,barrel,JSON,
oml,943.4576,107.00000,214.00000,barrel,JSON,
oml,944.4576,107.00000,214.00000,barrel,JSON,
oml,945.4576,107.00000,214.00000,barrel,JSON,
oml,946.4576,107.00000,214.00000,barrel,JSON,
oml,947.4576,107.00000,214.00000,barrel,JSON,
oml,948.4576,107.00000,214.00000,barrel,JSON,
oml,949.4576,107.00000,214.00000,barrel,JSON,
oml,950.4576,107.00000,214.00000,barrel,JSON,
oml,951.4576,107.00000,214.00000,barrel,JSON,
oml,952.4576,107.00000,214.00000,barrel,JSON,
oml,953.4576,107.00000,214.00000,barrel,JSON,
oml,954.4576,107.00000,214.00000,barrel,JSON,
oml,955.4576,107.00000,214.00000,barrel,JSON,
oml,956.4576,107.00000,214.00000,barrel,JSON,
oml,957.4576,107.00000,214.00000,barrel,JSON,
oml,958.4576,107.00000,214.00000,barrel,JSON,
oml,959.4576,107.00000,214.00000,barrel,JSON,
oml,960.4576,107.00000,214.00000,barrel,JSON,
oml,961.4576,107.00000,214.00000,barrel,JSON,
oml,962.4576,107.00000,214.00000,barrel,JSON,
oml,963.4576,107.00000,214.00000,barrel,JSON,
oml,964.4576,107.00000,214.00000,barrel,JSON,
oml,965.4576,107.00000,214.00000,barrel,JSON,
oml,966.4576,107.00000,214.00000,barrel,JSON,
oml,967.4576,107.00000,214.00000,barrel,JSON,
oml,968.4576,107.00000,214.00000,barrel,JSON,
oml,969.4576,107.00000,214.00000,barrel,JSON,
oml,970.4576,107.00000,214.00000,barrel,JSON,
oml,971.4576,107.00000,214.00000,barrel,JSON,
oml,972.4576,107.00000,214.00000,barrel,JSON,
oml,973.4576,107.00000,214.00000,barrel,JSON,
oml,974.4576,107.00000,214.00000,barrel,JSON,
oml,975.4576,107.00000,214.00000,barrel,JSON,
oml,976.4576,107.00000,214.00000,barrel,JSON,
oml,977.4576,107.00000,214.00000,barrel,JSON,
oml,978.4576,107.00000,214.00000,barrel,JSON,
oml,979.4576,107.00000,214.00000,barrel,JSON,
oml,980.4576,107.00000,214.00000,barrel,JSON,
oml,981.4576,107.00000,214.00000,barrel,JSON,
oml,982.4576,107.00000,214.00000,barrel,JSON,
oml,983.4576,107.00000,214.00000,barrel,JSON,
oml,984.4576,107.00000,214.00000,barrel,JSON,
oml,985.4576,107.00000,214.00000,barrel,JSON,
oml,986.4576,107.00000,214.00000,barrel,JSON,
oml,987.4576,107.00000,214.00000,barrel,JSON,
oml,988.4576,107.00000,214.00000,barrel,JSON,
oml,989.4576,107.00000,214.00000,barrel,JSON,
oml,990.4576,107.00000,214.00000,barrel,JSON,
oml,991.4576,107.00000,214.00000,barrel,JSON,
oml,991.5231,107.00000,214.00000,barrel,JSON,cone_end
oml,992.4576,107.00000,214.00000,barrel,JSON,
oml,993.4576,107.00000,214.00000,barrel,JSON,
oml,994.4576,107.00000,214.00000,barrel,JSON,
oml,995.4576,107.00000,214.00000,barrel,JSON,
oml,996.4576,107.00000,214.00000,barrel,JSON,
oml,997.4576,107.00000,214.00000,barrel,JSON,
oml,998.4576,107.00000,214.00000,barrel,JSON,
oml,999.4576,107.00000,214.00000,barrel,JSON,
oml,1000.4576,107.00000,214.00000,barrel,JSON,
oml,1001.4576,107.00000,214.00000,barrel,JSON,
oml,1002.4576,107.00000,214.00000,barrel,JSON,
oml,1003.4576,107.00000,214.00000,barrel,JSON,
oml,1004.4576,107.00000,214.00000,barrel,JSON,
oml,1005.4576,107.00000,214.00000,barrel,JSON,
oml,1006.4576,107.00000,214.00000,barrel,JSON,
oml,1007.4576,107.00000,214.00000,barrel,JSON,
oml,1008.4576,107.00000,214.00000,barrel,JSON,
oml,1009.4576,107.00000,214.00000,barrel,JSON,
oml,1010.4576,107.00000,214.00000,barrel,JSON,
oml,1011.4576,107.00000,214.00000,barrel,JSON,
oml,1012.4576,107.00000,214.00000,barrel,JSON,
oml,1013.4576,107.00000,214.00000,barrel,JSON,
oml,1014.4576,107.00000,214.00000,barrel,JSON,
oml,1015.4576,107.00000,214.00000,barrel,JSON,
oml,1016.4576,107.00000,214.00000,barrel,JSON,
oml,1017.4576,107.00000,214.00000,barrel,JSON,
oml,1018.4576,107.00000,214.00000,barrel,JSON,
oml,1019.4576,107.00000,214.00000,barrel,JSON,
oml,1020.4576,107.00000,214.00000,barrel,JSON,
oml,1021.4576,107.00000,214.00000,barrel,JSON,
oml,1022.4576,107.00000,214.00000,barrel,JSON,
oml,1023.4576,107.00000,214.00000,barrel,JSON,
oml,1024.4576,107.00000,214.00000,barrel,JSON,
oml,1025.4576,107.00000,214.00000,barrel,JSON,
oml,1026.4576,107.00000,214.00000,barrel,JSON,
oml,1027.4576,107.00000,214.00000,barrel,JSON,
oml,1028.4576,107.00000,214.00000,barrel,JSON,
oml,1029.4576,107.00000,214.00000,barrel,JSON,
oml,1030.4576,107.00000,214.00000,barrel,JSON,
oml,1031.4576,107.00000,214.00000,barrel,JSON,
oml,1032.4576,107.00000,214.00000,barrel,JSON,
oml,1033.4576,107.00000,214.00000,barrel,JSON,
oml,1034.4576,107.00000,214.00000,barrel,JSON,
oml,1035.4576,107.00000,214.00000,barrel,JSON,
oml,1036.4576,107.00000,214.00000,barrel,JSON,
oml,1037.4576,107.00000,214.00000,barrel,JSON,
oml,1038.4576,107.00000,214.00000,barrel,JSON,
oml,1039.4576,107.00000,214.00000,barrel,JSON,
oml,1040.4576,107.00000,214.00000,barrel,JSON,
oml,1041.4576,107.00000,214.00000,barrel,JSON,
oml,1042.4576,107.00000,214.00000,barrel,JSON,
oml,1043.4576,107.00000,214.00000,barrel,JSON,
oml,1044.4576,107.00000,214.00000,barrel,JSON,
oml,1045.4576,107.00000,214.00000,barrel,JSON,
oml,1046.4576,107.00000,214.00000,barrel,JSON,
oml,1047.4576,107.00000,214.00000,barrel,JSON,
oml,1048.4576,107.00000,214.00000,barrel,JSON,
oml,1049.4576,107.00000,214.00000,barrel,JSON,
oml,1050.4576,107.00000,214.00000,barrel,JSON,
oml,1051.4576,107.00000,214.00000,barrel,JSON,
oml,1052.4576,107.00000,214.00000,barrel,JSON,
oml,1053.4576,107.00000,214.00000,barrel,JSON,
oml,1054.4576,107.00000,214.00000,barrel,JSON,
oml,1055.4576,107.00000,214.00000,barrel,JSON,
oml,1056.4576,107.00000,214.00000,barrel,JSON,
oml,1057.4576,107.00000,214.00000,barrel,JSON,
oml,1058.4576,107.00000,214.00000,barrel,JSON,
oml,1059.4576,107.00000,214.00000,barrel,JSON,
oml,1060.4576,107.00000,214.00000,barrel,JSON,
oml,1061.4576,107.00000,214.00000,barrel,JSON,
oml,1062.4576,107.00000,214.00000,barrel,JSON,
oml,1063.4576,107.00000,214.00000,barrel,JSON,
oml,1064.4576,107.00000,214.00000,barrel,JSON,
oml,1065.4576,107.00000,214.00000,barrel,JSON,
oml,1066.4576,107.00000,214.00000,barrel,JSON,
oml,1067.4576,107.00000,214.00000,barrel,JSON,
oml,1068.4576,107.00000,214.00000,barrel,JSON,
oml,1069.4576,107.00000,214.00000,barrel,JSON,
oml,1070.4576,107.00000,214.00000,barrel,JSON,
oml,1071.4576,107.00000,214.00000,barrel,JSON,
oml,1072.4576,107.00000,214.00000,barrel,JSON,
oml,1073.4576,107.00000,214.00000,barrel,JSON,
oml,1074.4576,107.00000,214.00000,barrel,JSON,
oml,1075.4576,107.00000,214.00000,barrel,JSON,
oml,1076.4576,107.00000,214.00000,barrel,JSON,
oml,1077.4576,107.00000,214.00000,barrel,JSON,
oml,1078.4576,107.00000,214.00000,barrel,JSON,
oml,1079.4576,107.00000,214.00000,barrel,JSON,
oml,1080.4576,107.00000,214.00000,barrel,JSON,
oml,1081.4576,107.00000,214.00000,barrel,JSON,
oml,1082.4576,107.00000,214.00000,barrel,JSON,
oml,1083.4576,107.00000,214.00000,barrel,JSON,
oml,1084.4576,107.00000,214.00000,barrel,JSON,
